ticker,name,market,source,sector
317450.KS,명인제약,KOSPI,naver_kospi,
001060.KS,JW중외제약,KOSPI,naver_kospi,
383800.KS,LX홀딩스,KOSPI,naver_kospi,
006380.KS,카프로,KOSPI,naver_kospi,
016380.KS,KG스틸,KOSPI,naver_kospi,
249420.KS,일동제약,KOSPI,naver_kospi,
017940.KS,E1,KOSPI,naver_kospi,
290130.KS,RISE ESG사회책임투자,KOSPI,naver_kospi,
000400.KS,롯데손해보험,KOSPI,naver_kospi,
453340.KS,현대그린푸드,KOSPI,naver_kospi,
001500.KS,현대차증권,KOSPI,naver_kospi,
002840.KS,미원상사,KOSPI,naver_kospi,
003030.KS,세아제강지주,KOSPI,naver_kospi,
361580.KS,RISE 200TR,KOSPI,naver_kospi,
058650.KS,세아홀딩스,KOSPI,naver_kospi,
039130.KS,하나투어,KOSPI,naver_kospi,
000640.KS,동아쏘시오홀딩스,KOSPI,naver_kospi,
031430.KS,신세계인터내셔날,KOSPI,naver_kospi,
017900.KS,광전자,KOSPI,naver_kospi,
094800.KS,맵스리얼티,KOSPI,naver_kospi,
005810.KS,풍산홀딩스,KOSPI,naver_kospi,
452260.KS,한화갤러리아,KOSPI,naver_kospi,
161000.KS,애경케미칼,KOSPI,naver_kospi,
451000.KS,PLUS 종합채권(AA-이상)액티브,KOSPI,naver_kospi,
009410.KS,태영건설,KOSPI,naver_kospi,
217590.KS,티엠씨,KOSPI,naver_kospi,
002240.KS,고려제강,KOSPI,naver_kospi,
003300.KS,한일홀딩스,KOSPI,naver_kospi,
284740.KS,쿠쿠홈시스,KOSPI,naver_kospi,
005250.KS,녹십자홀딩스,KOSPI,naver_kospi,
268280.KS,미원에스씨,KOSPI,naver_kospi,
005420.KS,코스모화학,KOSPI,naver_kospi,
377740.KS,바이오노트,KOSPI,naver_kospi,
004710.KS,한솔테크닉스,KOSPI,naver_kospi,
271940.KS,일진하이솔루스,KOSPI,naver_kospi,
020000.KS,한섬,KOSPI,naver_kospi,
001530.KS,DI동일,KOSPI,naver_kospi,
385720.KS,TIME 코스피액티브,KOSPI,naver_kospi,
019170.KS,신풍제약,KOSPI,naver_kospi,
