run_date,market_region,universe_mode,ticker,name,entry_price,target1_price,target2_price,stop_price,data_quality,liquidity_warning,risk_reward_warning,days_after,tracking_date,close_price,return_pct,max_return_pct,min_return_pct,hit_target1,hit_target2,hit_stop,first_hit,status,next_open_price,next_open_gap_pct
2026-07-28,kr,kospi_kosdaq,001450.KS,현대해상,38450.0,40350.0,41250.0,37372.5,good,,,1.0,2026-07-29,36900.0,-4.0312,3.251,-5.7217,0.0,0.0,1.0,stop_first,tracking,38250.0,-0.5202
2026-07-28,kr,kospi_kosdaq,475150.KS,SK이터닉스,48700.0,62955.36,72458.93,37295.71,good,,손익비 기준 미달: 0.96 < 1.20,2.0,2026-07-30,41800.0,-14.1684,4.7228,-15.1951,0.0,0.0,0.0,none,tracking,48800.0,0.2053
2026-07-28,kr,kospi_kosdaq,475150.KS,SK이터닉스,48700.0,62955.36,72458.93,37295.71,good,,손익비 기준 미달: 0.96 < 1.20,1.0,2026-07-29,43450.0,-10.7803,4.7228,-15.1951,0.0,0.0,0.0,none,tracking,48800.0,0.2053
2026-07-28,kr,kospi_kosdaq,207940.KS,삼성바이오로직스,1549000.0,1662464.29,1738107.14,1408700.0,good,,손익비 기준 미달: 0.74 < 1.20,2.0,2026-07-30,1527000.0,-1.4203,0.7747,-7.3596,0.0,0.0,0.0,none,tracking,1544000.0,-0.3228
2026-07-28,kr,kospi_kosdaq,207940.KS,삼성바이오로직스,1549000.0,1662464.29,1738107.14,1408700.0,good,,손익비 기준 미달: 0.74 < 1.20,1.0,2026-07-29,1479000.0,-4.519,0.7747,-7.3596,0.0,0.0,0.0,none,tracking,1544000.0,-0.3228
2026-07-28,kr,kospi_kosdaq,317400.KS,자이에스앤디,5940.0,7178.57,8004.29,5413.5,good,,,2.0,2026-07-30,5570.0,-6.229,1.0101,-16.4141,0.0,0.0,1.0,stop_first,tracking,5970.0,0.5051
2026-07-28,kr,kospi_kosdaq,317400.KS,자이에스앤디,5940.0,7178.57,8004.29,5413.5,good,,,1.0,2026-07-29,5480.0,-7.7441,1.0101,-16.4141,0.0,0.0,1.0,stop_first,tracking,5970.0,0.5051
2026-07-28,kr,kospi_kosdaq,011200.KS,HMM,20000.0,21331.79,22150.0,19847.0,good,,,2.0,2026-07-30,20650.0,3.25,6.5,-1.15,0.0,0.0,1.0,stop_first,tracking,20050.0,0.25
2026-07-28,kr,kospi_kosdaq,011200.KS,HMM,20000.0,21331.79,22150.0,19847.0,good,,,1.0,2026-07-29,20250.0,1.25,5.25,-1.15,0.0,0.0,1.0,stop_first,tracking,20050.0,0.25
2026-07-27,kr,kospi_kosdaq,005830.KS,DB손해보험,163400.0,167900.0,173500.0,153805.0,good,,손익비 기준 미달: 0.44 < 1.20,3.0,2026-07-30,162900.0,-0.306,4.2228,-6.12,1.0,0.0,1.0,stop_first,tracking,161800.0,-0.9792
2026-07-27,kr,kospi_kosdaq,005830.KS,DB손해보험,163400.0,167900.0,173500.0,153805.0,good,,손익비 기준 미달: 0.44 < 1.20,2.0,2026-07-29,154700.0,-5.3244,0.7956,-6.12,0.0,0.0,1.0,stop_first,tracking,161800.0,-0.9792
2026-07-27,kr,kospi_kosdaq,005830.KS,DB손해보험,163400.0,167900.0,173500.0,153805.0,good,,손익비 기준 미달: 0.44 < 1.20,1.0,2026-07-28,159000.0,-2.6928,0.306,-3.3048,0.0,0.0,0.0,none,tracking,161800.0,-0.9792
2026-07-27,kr,kospi_kosdaq,316140.KS,우리금융지주,33100.0,35360.71,36867.86,30727.5,good,,손익비 기준 미달: 0.88 < 1.20,3.0,2026-07-30,32700.0,-1.2085,2.2659,-6.6465,0.0,0.0,0.0,none,tracking,32600.0,-1.5106
2026-07-27,kr,kospi_kosdaq,316140.KS,우리금융지주,33100.0,35360.71,36867.86,30727.5,good,,손익비 기준 미달: 0.88 < 1.20,2.0,2026-07-29,32050.0,-3.1722,1.3595,-6.6465,0.0,0.0,0.0,none,tracking,32600.0,-1.5106
2026-07-27,kr,kospi_kosdaq,316140.KS,우리금융지주,33100.0,35360.71,36867.86,30727.5,good,,손익비 기준 미달: 0.88 < 1.20,1.0,2026-07-28,31750.0,-4.0785,1.3595,-5.287,0.0,0.0,0.0,none,tracking,32600.0,-1.5106
2026-07-27,kr,kospi_kosdaq,045100.KQ,한양이엔지,32050.0,35494.64,37791.07,31687.5,good,,,3.0,2026-07-30,26950.0,-15.9126,-3.5881,-20.9048,0.0,0.0,1.0,stop_first,tracking,30100.0,-6.0842
2026-07-27,kr,kospi_kosdaq,045100.KQ,한양이엔지,32050.0,35494.64,37791.07,31687.5,good,,,2.0,2026-07-29,26700.0,-16.6927,-3.5881,-20.9048,0.0,0.0,1.0,stop_first,tracking,30100.0,-6.0842
2026-07-27,kr,kospi_kosdaq,045100.KQ,한양이엔지,32050.0,35494.64,37791.07,31687.5,good,,,1.0,2026-07-28,29450.0,-8.1123,-3.5881,-9.0484,0.0,0.0,1.0,stop_first,tracking,30100.0,-6.0842
2026-07-27,kr,kospi_kosdaq,006360.KS,GS건설,29100.0,33889.29,37082.14,28882.5,good,,,3.0,2026-07-30,22250.0,-23.5395,-4.1237,-28.1787,0.0,0.0,1.0,stop_first,tracking,27900.0,-4.1237
2026-07-27,kr,kospi_kosdaq,006360.KS,GS건설,29100.0,33889.29,37082.14,28882.5,good,,,2.0,2026-07-29,22200.0,-23.7113,-4.1237,-28.1787,0.0,0.0,1.0,stop_first,tracking,27900.0,-4.1237
2026-07-27,kr,kospi_kosdaq,006360.KS,GS건설,29100.0,33889.29,37082.14,28882.5,good,,,1.0,2026-07-28,25500.0,-12.3711,-4.1237,-13.4021,0.0,0.0,1.0,stop_first,tracking,27900.0,-4.1237
2026-07-27,kr,kospi_kosdaq,475150.KS,SK이터닉스,57100.0,70648.21,79680.36,53422.5,good,,,3.0,2026-07-30,41800.0,-26.7951,0.3503,-27.6708,0.0,0.0,1.0,stop_first,tracking,54900.0,-3.8529
2026-07-27,kr,kospi_kosdaq,475150.KS,SK이터닉스,57100.0,70648.21,79680.36,53422.5,good,,,2.0,2026-07-29,43450.0,-23.9054,0.3503,-27.6708,0.0,0.0,1.0,stop_first,tracking,54900.0,-3.8529
