rank,current_price,previous_close,return_1d,return_5d,return_20d,ma20,ma50,ma200,rsi14,macd,macd_signal,macd_hist,macd_hist_prev,atr14,atr_pct,volume,volume_avg20,volume_ratio,cmf20,obv,high20,high60,high252,low20,low60,valid,exclude_reason,stop_loss,target1,target2,expected_return_1,expected_return_2,downside_risk,risk_reward,vcp_score,vcp_contractions,vcp_contraction_depths,vcp_volume_dryup,vcp_atr_compression,pivot_price,dist_to_pivot_pct,vcp_status,weekly_trend_ok,weekly_ma30,weekly_trend_reason,regime_state,regime_score,regime_message,trend_score,volume_score,momentum_score,macd_score,position_score,risk_reward_score,risk_penalty,base_score,final_score,decision,earnings_in_window,next_earnings_date,earnings_unknown,data_quality_flag,data_quality_reasons,zero_volume_ratio,stale_price_ratio,rows_after_quality,risk_reward_status_code,risk_reward_status_label,risk_reward_message,risk_reward_detail,chart_type,rs_rank,expected_r,valid_signal,signal_date,is_sample_data,evidence_points,risk_points,summary,ticker,market_region,universe_mode,name,market,sector,source,ticker_base,industry,sector_source,updated_at,market_regime,market_comment,market_return_5d,market_above_ma20,market_above_ma60,market_above_ma200,prev_close,last_open,last_close,last_day_return,open_gap,intraday_return,distance_from_ma20,distance_from_ma60,chase_risk_warning,score,adjusted_score,chart_type_penalty,quality_penalty,data_source,data_quality,data_warning,passed_liquidity_filter,liquidity_warning,filter_reason,avg_dollar_volume_20d,passed_risk_reward_filter,risk_reward_warning,force_inflow_pct,force_inflow_source,force_inflow_grade,fi_cmf20,fi_obv_slope,fi_vol_asym,fi_accum_bar_ratio,fi_box_breakout,force_position,position_multiplier,price_percentile_252,force_penalty,force_sequence,chart_score,composite_score,composite_source,selection_reason,caution,consecutive_recommendation_days,recommended_count_last_5_sessions,consecutive_recommendation_comment,sector_count_in_top5,sector_concentration_warning
128,8610.0,8460.0,1.77,15.57,-9.84,7933.0,7702.8,7201.48,56.48,56.89,-16.62,73.51,41.74690560646348,616.79,7.16,1590947.0,2795276.55,0.57,-0.20875837740031977,573737533.0,8970.0,11160.0,14180.0,7220.0,4935.0,True,거래량 부족; 손익비 부족,7933.0,8970.0,10151.96,4.18,17.91,8.53,0.49,76.19,2,"[36.29, 45.52, 29.83]",0.626,0.666,9800.0,13.82,베이스 형성,True,7616.33,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,17,10,3,-5,-16,39,50,관찰 후보,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,91.69,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['5일 수익률이 10% 이상이라 추격 매수 부담이 있습니다.', '거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","VCP base 유형이며 점수는 50점, 손익비는 0.49입니다.",332570.KQ,kr,kospi_kosdaq,PS일렉트로닉스,KOSDAQ,기타,naver_kosdaq,332570,핸드셋,naver,2026-06-28T13:36:26,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,8460.0,8590.0,8610.0,1.77,1.54,0.23,8.53,11.78,,50.0,52.0,2.0,0.0,real,good,,True,,,22520269813.5,False,손익비 기준 미달: 0.49 < 1.20,31.4,proxy,weak,-0.21,0.39,1.41,0.1,0.0,overheated,0.8,44.58,0.0,5.0,52.0,43.8,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,2,
129,143500.0,141500.0,1.41,-3.04,0.49,146210.0,136876.0,125167.91,50.26,1513.36,2901.63,-1388.27,-1459.6916072631075,5728.57,3.99,31280.0,50070.0,0.62,0.16404614219220873,733046.0,150900.0,153100.0,153100.0,139700.0,115600.0,True,추세 약화; 거래량 부족; 손익비 부족,136625.71,150900.0,153100.0,5.16,6.69,5.03,1.02,73.64,2,"[17.15, 25.93, 10.1]",0.524,0.806,153400.0,6.9,베이스 형성,True,131513.33,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,20,0,15,4,0,-5,-17,17,37,제외,False,,True,good,,0.0,0.0,485,low,낮음,손익비가 낮습니다. 기대 수익 대비 손절 위험이 큰 편입니다.,후보에는 남길 수 있지만 보수적인 접근이 필요합니다.,VCP 베이스 형성,84.33,,True,2026-09-17,False,"['20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '현재가가 20일선 아래에 있어 단기 추세가 약합니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP base 유형이며 점수는 37점, 손익비는 1.02입니다.",282330.KS,kr,kospi_kosdaq,BGF리테일,KOSPI,기타,naver_kospi,282330,백화점과일반상점,naver,2026-06-28T13:34:25,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,141500.0,142000.0,143500.0,1.41,0.35,1.06,-1.85,4.84,,37.0,39.0,2.0,0.0,real,good,,True,,,7321112360.0,False,손익비 기준 미달: 1.02 < 1.20,50.8,proxy,neutral,0.16,0.1,1.14,0.05,0.0,neutral,1.0,82.27,0.0,7.5,39.0,43.7,blend,RSI가 과열 구간은 아닙니다.,손익비가 낮습니다. 기대 수익 대비 손절 위험이 큰 편입니다.,0,0,,2,
130,113300.0,112100.0,1.07,2.72,12.07,110410.0,106827.37,94129.49,57.58,2043.27,2061.79,-18.52,-7.785099694344353,3700.0,3.27,970379.0,1088836.3,0.89,0.09915969606666465,16872235.0,114600.0,114600.0,114600.0,103300.0,90928.2,True,손익비 부족,110410.0,114600.0,122550.0,1.15,8.16,2.62,0.44,65.88,2,"[21.09, 13.24, 13.3]",0.79,0.896,116500.0,2.82,베이스 형성,True,100677.45,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,3,20,0,12,-5,0,60,60,관찰 후보,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,90.13,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP base 유형이며 점수는 60점, 손익비는 0.44입니다.",055550.KS,kr,kospi_kosdaq,신한지주,KOSPI,금융,naver_kospi,055550,은행,naver,2026-06-28T13:35:29,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,112100.0,112500.0,113300.0,1.07,0.36,0.71,2.62,6.06,,60.0,62.0,2.0,0.0,real,good,,True,,,120221560310.0,False,손익비 기준 미달: 0.44 < 1.20,16.2,proxy,outflow,0.1,-0.03,0.93,0.05,0.0,top,0.6,97.51,0.0,5.0,62.0,43.7,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,0,
131,2500.0,2530.0,-1.19,-9.91,47.58,2112.0,1790.12,1744.16,64.47,270.96,228.13,42.83,68.32896743003917,266.71,10.67,793340.0,5152705.45,0.15,0.008482166744443586,129684588.0,2860.0,2860.0,2860.0,1552.0,1400.0,True,거래량 부족; 손익비 부족,2112.0,2860.0,3166.79,14.4,26.67,18.37,0.78,35.0,1,"[29.92, 40.13, 51.76]",8.755,1.228,3155.0,26.2,해당없음,True,1766.83,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,15,6,3,-5,-10,39,38,제외,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,관찰 패턴,50.18,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","관찰 패턴 유형이며 점수는 38점, 손익비는 0.78입니다.",162300.KQ,kr,kospi_kosdaq,신스틸,KOSDAQ,기타,naver_kosdaq,162300,철강,naver,2026-06-28T13:36:51,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,2530.0,2540.0,2500.0,-1.19,0.4,-1.57,18.37,39.66,20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,38.0,36.0,-2.0,0.0,real,good,,True,,,12840934378.8,False,손익비 기준 미달: 0.78 < 1.20,54.6,proxy,neutral,0.01,1.18,10.92,0.15,0.0,neutral,1.0,75.34,0.0,5.0,36.0,43.4,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,2,
132,21500.0,20200.0,6.44,0.7,3.37,21004.5,21378.8,26133.7,51.28,-122.58,-168.68,46.1,13.905934999234972,1018.57,4.74,4876172.0,2864799.85,1.7,0.1979898294209457,451030387.0,22100.0,24600.0,34400.0,19940.0,19400.0,True,손익비 부족,21004.5,22100.0,24046.43,2.79,11.84,2.36,1.18,0.0,0,[],0.0,0.0,25250.0,0.0,해당없음,False,26025.0,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,18,15,20,10,8,-5,-8,58,44,제외,False,,True,good,,0.0,0.0,485,low,낮음,손익비가 낮습니다. 기대 수익 대비 손절 위험이 큰 편입니다.,후보에는 남길 수 있지만 보수적인 접근이 필요합니다.,눌림목 반등,57.06,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']",['손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.'],"눌림목 반등 유형이며 점수는 44점, 손익비는 1.18입니다.",010140.KS,kr,kospi_kosdaq,삼성중공업,KOSPI,조선·기계·방산,naver_kospi,010140,조선,naver,2026-06-28T13:36:32,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,20200.0,20450.0,21500.0,6.44,1.24,5.13,2.36,0.57,최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다.,44.0,47.0,3.0,0.0,real,good,,True,,,60572816863.0,False,손익비 기준 미달: 1.18 < 1.20,37.6,proxy,weak,0.2,0.11,1.07,0.15,0.0,neutral,1.0,14.0,0.0,2.5,47.0,43.2,blend,거래량이 충분합니다. RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,손익비가 낮습니다. 기대 수익 대비 손절 위험이 큰 편입니다. 최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다.,0,0,,0,
133,13980.0,13930.0,0.36,-2.71,19.49,13132.0,12137.4,12774.55,60.88,540.33,450.47,89.86,126.43065408611005,886.43,6.34,250321.0,1119423.1,0.22,-0.39476808225453025,232983335.0,14830.0,14830.0,21850.0,11790.0,10190.0,True,거래량 부족; 손익비 부족,13132.0,14830.0,16196.07,6.08,15.85,6.46,0.94,0.0,0,[],0.0,0.0,16100.0,0.0,해당없음,True,13937.67,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,15,6,3,-5,-5,44,37,제외,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,관찰 패턴,50.0,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","관찰 패턴 유형이며 점수는 37점, 손익비는 0.94입니다.",092790.KS,kr,kospi_kosdaq,넥스틸,KOSPI,기타,naver_kospi,092790,철강,naver,2026-06-28T13:36:51,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,13930.0,13720.0,13980.0,0.36,-1.51,1.9,6.46,15.18,,37.0,35.0,-2.0,0.0,real,good,,True,,,15569654973.0,False,손익비 기준 미달: 0.94 < 1.20,55.6,proxy,neutral,-0.39,1.0,4.02,0.25,0.0,neutral,1.0,38.27,0.0,5.0,35.0,43.2,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,2,
134,25130.0,25055.0,0.3,-0.71,2.3,25279.75,24922.59,24579.45,48.93,93.17,139.98,-46.8,-34.55776154142603,450.36,1.79,514081.0,527858.8,0.97,0.1115326918791434,22821030.0,25635.0,25635.0,28894.87890625,24599.54,22919.23,True,추세 약화; 손익비 부족,24589.57,25635.0,26255.89,2.01,4.48,2.2,0.91,84.74,3,"[13.17, 11.12, 6.36]",0.649,0.836,25925.0,3.16,베이스 형성,False,25707.22,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,20,3,15,0,10,-5,-12,31,44,제외,False,,True,good,,0.0,0.0,484,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,83.96,,False,2026-09-17,False,"['20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '현재가가 20일선 아래에 있어 단기 추세가 약합니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP base 유형이며 점수는 44점, 손익비는 0.91입니다.",161510.KS,kr,kospi_kosdaq,PLUS 고배당주,KOSPI,기타,naver_kospi,161510,기타,naver,2026-06-28T13:36:07,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,25055.0,25095.0,25130.0,0.3,0.16,0.14,-0.59,0.83,,44.0,46.0,2.0,0.0,real,good,,True,,,13347988261.91,False,손익비 기준 미달: 0.91 < 1.20,38.8,proxy,weak,0.11,0.05,0.96,0.0,0.0,neutral,1.0,63.96,0.0,7.5,46.0,43.1,blend,RSI가 과열 구간은 아닙니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,2,
135,18720.0,16850.0,11.1,18.33,10.12,16076.5,18136.4,16742.65,58.07,-272.56,-673.43,400.88,267.22628088502415,1517.14,8.1,701482.0,437010.25,1.61,-0.11601999717079148,30838071.0,18720.0,23650.0,33000.0,14400.0,14400.0,True,손익비 부족,16076.5,20995.71,22512.86,12.16,20.26,16.44,0.74,54.87,2,"[25.55, 43.72, 25.27]",1.204,1.067,18740.0,0.11,베이스 형성,False,20715.0,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,23,15,20,10,9,-5,-19,53,54,관찰 후보,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,93.13,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['5일 수익률이 10% 이상이라 추격 매수 부담이 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","VCP base 유형이며 점수는 54점, 손익비는 0.74입니다.",290550.KQ,kr,kospi_kosdaq,디케이티,KOSDAQ,기타,naver_kosdaq,290550,핸드셋,naver,2026-06-28T13:36:26,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,16850.0,16850.0,18720.0,11.1,0.0,11.1,16.44,3.22,최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,54.0,56.0,2.0,0.0,real,good,,True,,,7114807427.5,False,손익비 기준 미달: 0.74 < 1.20,23.8,proxy,outflow,-0.12,0.09,1.76,0.15,0.0,overheated,0.8,45.7,0.0,5.0,56.0,43.1,blend,거래량이 충분합니다. RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,2,
136,1686.0,1397.0,20.69,44.1,17.33,1228.4,1308.26,7046.98,69.86,-8.25,-64.95,56.7,29.062838118281178,109.43,6.49,34127694.0,4374923.3,7.8,0.2736619632526308,190980343.0,1686.0,2110.0,22825.0,1068.0,989.0,True,손익비 부족,1467.14,1850.14,1959.57,9.74,16.23,14.92,0.65,0.0,0,[],0.0,0.0,2265.0,0.0,해당없음,False,5249.42,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,18,15,16,10,9,-5,-14,49,29,제외,False,,True,good,,0.0351,0.0144,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,박스권 돌파,1.33,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['5일 수익률이 10% 이상이라 추격 매수 부담이 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","박스권 돌파 유형이며 점수는 29점, 손익비는 0.65입니다.",321370.KQ,kr,kospi_kosdaq,센서뷰,KOSDAQ,반도체,naver_kosdaq,321370,통신장비,naver,2026-06-28T13:37:02,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,1397.0,1395.0,1686.0,20.69,-0.14,20.86,37.25,28.87,최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,29.0,34.0,5.0,0.0,real,good,,True,,,6299153993.0,False,손익비 기준 미달: 0.65 < 1.20,55.9,proxy,neutral,0.27,0.14,5.55,0.1,1.0,overheated,0.8,3.19,0.0,5.0,34.0,42.8,blend,거래량이 충분합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,1,
137,25500.0,25300.0,0.79,9.68,26.87,21102.0,19302.6,28706.4,67.34,1433.06,905.04,528.02,510.56650900788543,2187.14,8.58,1524886.0,2773573.05,0.55,0.02918241138401218,787482602.0,25500.0,25500.0,48700.0,17320.0,13400.0,True,거래량 부족; 손익비 부족,21125.71,28780.71,30967.86,12.87,21.44,20.71,0.62,0.0,0,[],0.0,0.0,26750.0,0.0,해당없음,False,25560.33,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,25,0,16,10,13,-5,-10,49,46,제외,False,,True,good,,0.0021,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,신고가 근접,93.53,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","신고가 근접 유형이며 점수는 46점, 손익비는 0.62입니다.",030530.KQ,kr,kospi_kosdaq,원익홀딩스,KOSDAQ,반도체,naver_kosdaq,030530,반도체와반도체장비,naver,2026-06-28T13:37:10,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,25300.0,25650.0,25500.0,0.79,1.38,-0.58,20.84,32.11,20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,46.0,48.0,2.0,0.0,real,good,,True,,,61258613105.0,False,손익비 기준 미달: 0.62 < 1.20,35.1,proxy,weak,0.03,0.05,1.48,0.2,0.0,neutral,1.0,41.72,0.0,5.0,48.0,42.8,blend,현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,1,
138,4990.0,5070.0,-1.58,1.01,35.23,4218.25,3792.3,4822.6,66.06,348.85,252.68,96.17,113.69336253585868,468.93,9.4,885998.0,2416322.0,0.37,-0.12495260353361803,457290970.0,5080.0,5080.0,10010.0,3400.0,2795.0,True,거래량 부족; 손익비 부족,4218.25,5080.0,6162.32,1.8,23.49,18.3,0.1,0.0,0,[],0.0,0.0,5500.0,0.0,해당없음,False,4865.67,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,16,6,13,-5,-10,50,36,제외,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,신고가 근접,36.77,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","신고가 근접 유형이며 점수는 36점, 손익비는 0.1입니다.",452190.KQ,kr,kospi_kosdaq,한빛레이저,KOSDAQ,화학·에너지,naver_kosdaq,452190,전기제품,naver,2026-06-28T13:37:00,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,5070.0,5220.0,4990.0,-1.58,2.96,-4.41,18.3,31.58,20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,36.0,38.0,2.0,0.0,real,good,,True,,,11293687246.0,False,손익비 기준 미달: 0.10 < 1.20,50.0,proxy,neutral,-0.12,0.71,2.76,0.2,0.0,neutral,1.0,30.42,0.0,0.0,38.0,42.8,blend,현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,0,
