market_regime,market_comment,market_return_5d,market_above_ma20,market_above_ma60,market_above_ma200
강한 하락,주요 지수가 단기 이동평균선을 밑돌고 최근 하락폭이 커 방어적으로 접근해야 합니다.,-8.06,False,False,True
