rank,current_price,previous_close,return_1d,return_5d,return_20d,ma20,ma50,ma200,rsi14,macd,macd_signal,macd_hist,macd_hist_prev,atr14,atr_pct,volume,volume_avg20,volume_ratio,cmf20,obv,high20,high60,high252,low20,low60,valid,exclude_reason,stop_loss,target1,target2,expected_return_1,expected_return_2,downside_risk,risk_reward,vcp_score,vcp_contractions,vcp_contraction_depths,vcp_volume_dryup,vcp_atr_compression,pivot_price,dist_to_pivot_pct,vcp_status,weekly_trend_ok,weekly_ma30,weekly_trend_reason,regime_state,regime_score,regime_message,trend_score,volume_score,momentum_score,macd_score,position_score,risk_reward_score,risk_penalty,base_score,final_score,decision,earnings_in_window,next_earnings_date,earnings_unknown,data_quality_flag,data_quality_reasons,zero_volume_ratio,stale_price_ratio,rows_after_quality,risk_reward_status_code,risk_reward_status_label,risk_reward_message,risk_reward_detail,chart_type,rs_rank,expected_r,valid_signal,signal_date,is_sample_data,evidence_points,risk_points,summary,ticker,market_region,universe_mode,name,market,sector,source,market_regime,market_comment,market_return_5d,market_above_ma20,market_above_ma60,market_above_ma200,prev_close,last_open,last_close,last_day_return,open_gap,intraday_return,distance_from_ma20,distance_from_ma60,chase_risk_warning,score,adjusted_score,chart_type_penalty,quality_penalty,data_source,data_quality,data_warning,passed_liquidity_filter,liquidity_warning,filter_reason,avg_dollar_volume_20d,passed_risk_reward_filter,risk_reward_warning,force_inflow_pct,force_inflow_source,force_inflow_grade,fi_cmf20,fi_obv_slope,fi_vol_asym,fi_accum_bar_ratio,fi_box_breakout,force_position,position_multiplier,price_percentile_252,force_penalty,force_sequence,chart_score,composite_score,composite_source,selection_reason,caution,consecutive_recommendation_days,recommended_count_last_5_sessions,consecutive_recommendation_comment,sector_count_in_top5,sector_concentration_warning
23,250.99,241.75999450683594,3.82,2.65,6.82,239.93,237.39,227.49,63.33,2.28,1.48,0.8,0.3721585086644599,5.85,2.33,939047.0,929062.35,1.01,0.04424267708862919,39403247.0,250.99,265.41,266.3402404785156,231.89,224.75,True,손익비 부족,239.93,259.77,265.41,3.5,5.75,4.61,0.76,74.46,2,"[16.59, 7.76, 8.96]",0.752,0.803,250.34,-0.26,돌파 임박,True,231.44,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,6,20,10,8,-5,0,69,58,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 돌파 임박,52.12,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']",['손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.'],"VCP breakout 유형이며 점수는 58점, 손익비는 0.76입니다.",GRMN,us,combined,Garmin,,Consumer Discretionary,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,241.76,241.28,250.99,3.82,-0.2,4.02,4.61,5.73,,58.0,63.0,5.0,0.0,real,good,,True,,,221646915.31,False,손익비 기준 미달: 0.76 < 1.20,31.2,proxy,weak,0.04,0.35,1.04,0.0,0.3,neutral,1.0,81.18,0.0,5.0,63.0,50.3,blend,거래량이 충분합니다. RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,0,
24,114.87,114.23999786376953,0.55,0.83,2.21,114.24,112.24,102.43,54.73,0.84,0.9,-0.07,-0.057853537069590844,2.0,1.75,909316.0,3046390.8,0.3,-0.07868278881458753,211226216.0,116.33,117.36,117.36000061035156,110.86,104.97,True,거래량 부족,114.24,116.33,117.36,1.27,2.17,0.55,2.31,86.54,3,"[8.59, 7.57, 5.52]",0.56,0.899,116.93,1.79,돌파 임박,True,106.62,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,20,0,12,10,-5,67,65,관심 후보,False,,True,good,,0.0,0.0,501,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,VCP 돌파 임박,77.03,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']",['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.'],"VCP breakout 유형이며 점수는 65점, 손익비는 2.31입니다.",ETR,us,combined,Entergy,,Utilities,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,114.24,114.2,114.87,0.55,-0.04,0.59,0.55,2.35,,65.0,70.0,5.0,0.0,real,good,,True,,,347110120.08,True,,19.8,proxy,outflow,-0.08,0.16,1.12,0.0,0.0,top,0.6,93.06,0.0,10.0,70.0,49.9,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,1,
25,50.89,49.43000030517578,2.95,3.12,8.51,48.11,46.82,40.28,71.96,1.01,0.84,0.17,0.1157244521115407,0.85,1.67,15674098.0,12127879.9,1.29,-0.003727434080662255,403782798.0,50.89,50.89,50.88999938964844,45.57,43.05,True,손익비 부족,49.19,52.17,53.02,2.51,4.18,3.46,0.72,70.36,2,"[7.88, 6.75, 11.44]",0.836,0.772,50.31,-1.14,베이스 형성,True,42.47,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,10,8,10,13,-5,0,66,62,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,81.27,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['RSI가 70 이상이라 단기 과열 가능성을 확인해야 합니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP base 유형이며 점수는 62점, 손익비는 0.72입니다.",CSX,us,combined,CSX Corporation,,Industrials,nasdaq100;sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,49.43,49.87,50.89,2.95,0.89,2.05,5.79,8.69,RSI가 높아 단기 과열 구간일 수 있습니다.,62.0,64.0,2.0,0.0,real,good,,True,,,581375681.88,False,손익비 기준 미달: 0.72 < 1.20,28.8,proxy,weak,-0.0,0.34,1.11,0.0,1.0,top,0.6,100.0,0.0,10.0,64.0,49.9,blend,거래량이 충분합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. RSI가 높아 단기 과열 구간일 수 있습니다.,0,0,,1,
26,17.53,17.510000228881836,0.11,2.04,5.02,17.02,16.68,16.52,61.1,0.21,0.15,0.05,0.051214660744931806,0.36,2.05,15589506.0,17882465.3,0.87,-0.026403314397600748,274634406.0,17.53,17.53,19.000072479248047,16.39,15.8,True,손익비 부족,17.02,18.07,18.43,3.08,5.14,2.98,1.03,67.71,2,"[12.98, 8.12, 8.46]",0.71,0.994,17.81,1.6,베이스 형성,True,16.86,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,3,20,10,12,-5,0,70,63,관찰 후보,False,,True,good,,0.0,0.0,501,low,낮음,손익비가 낮습니다. 기대 수익 대비 손절 위험이 큰 편입니다.,후보에는 남길 수 있지만 보수적인 접근이 필요합니다.,VCP 베이스 형성,70.66,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP base 유형이며 점수는 63점, 손익비는 1.03입니다.",PCG,us,combined,PG&E Corporation,,Utilities,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,17.51,17.56,17.53,0.11,0.29,-0.17,2.98,5.12,,63.0,65.0,2.0,0.0,real,good,,True,,,303095525.57,False,손익비 기준 미달: 1.03 < 1.20,26.5,proxy,weak,-0.03,0.12,1.26,0.0,0.0,neutral,1.0,75.41,0.0,10.0,65.0,49.6,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,손익비가 낮습니다. 기대 수익 대비 손절 위험이 큰 편입니다.,0,0,,1,
27,108.37,105.11000061035156,3.1,1.84,6.58,103.79,102.6,92.91,63.21,1.57,1.21,0.36,0.2597149155680434,2.78,2.57,6163608.0,7186580.4,0.86,0.053476836680526565,43338708.0,108.37,108.37,108.37000274658203,99.82,94.14,True,손익비 부족,103.79,112.54,115.33,3.85,6.42,4.41,0.87,65.37,2,"[11.42, 12.94, 9.22]",0.79,1.106,108.48,0.1,베이스 형성,True,97.31,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,3,20,10,12,-5,0,70,58,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,55.98,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP base 유형이며 점수는 58점, 손익비는 0.87입니다.",SBUX,us,combined,Starbucks,,Consumer Discretionary,nasdaq100;sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,105.11,106.0,108.37,3.1,0.85,2.24,4.41,5.62,,58.0,60.0,2.0,0.0,real,good,,True,,,745189174.68,False,손익비 기준 미달: 0.87 < 1.20,33.9,proxy,weak,0.05,0.28,1.32,0.05,0.0,top,0.6,100.0,0.0,12.5,60.0,49.6,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,0,
28,136.65,134.5,1.6,-1.35,4.3,134.82,132.62,133.25,54.18,1.73,1.66,0.06,0.21727523849311536,2.68,1.96,1402583.0,1744914.15,0.8,0.06744343630093785,57461483.0,140.78,140.78,142.2439727783203,128.25,125.94,True,점수 기준 미달,134.82,140.67,140.78,2.94,3.02,1.36,2.17,0.0,0,[],0.0,0.0,141.3000030517578,0.0,해당없음,True,134.62,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,3,15,6,12,10,0,76,56,관찰 후보,False,,True,good,,0.0,0.0,501,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,신고가 근접,50.39,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']",['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.'],"신고가 근접 유형이며 점수는 56점, 손익비는 2.17입니다.",HIG,us,combined,Hartford (The),,Financials,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,134.5,134.74,136.65,1.6,0.18,1.42,1.36,3.04,,56.0,58.0,2.0,0.0,real,good,,True,,,234150631.17,True,,36.6,proxy,weak,0.07,0.16,1.13,0.0,0.0,neutral,1.0,76.46,0.0,10.0,58.0,49.4,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,1,
29,206.25,192.3699951171875,7.22,16.07,16.72,177.48,174.45,183.81,76.95,5.05,2.34,2.7,1.6001053686833253,5.63,2.73,4222068.0,2362403.4,1.79,0.14399058093973113,41180868.0,206.25,206.25,224.14288330078125,168.8,163.11,True,손익비 부족; RSI 과열,194.99,214.69,220.32,4.09,6.82,5.77,0.71,0.0,0,[],0.0,0.0,207.08999633789062,0.0,해당없음,True,182.96,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,15,8,10,13,-5,-16,55,40,제외,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,박스권 돌파,21.04,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['RSI가 70 이상이라 단기 과열 가능성을 확인해야 합니다.', '5일 수익률이 10% 이상이라 추격 매수 부담이 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","박스권 돌파 유형이며 점수는 40점, 손익비는 0.71입니다.",CTAS,us,combined,Cintas,,Industrials,nasdaq100;sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,192.37,198.74,206.25,7.22,3.31,3.78,16.21,18.23,최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 갭상승 출발 이력이 있어 추격 진입에 주의가 필요합니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다. RSI가 높아 단기 과열 구간일 수 있습니다.,40.0,45.0,5.0,0.0,real,good,,True,,,424520208.28,False,손익비 기준 미달: 0.71 < 1.20,55.0,proxy,neutral,0.14,0.28,1.49,0.1,1.0,overheated,0.8,70.68,0.0,10.0,45.0,49.0,blend,거래량이 충분합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 갭상승 출발 이력이 있어 추격 진입에 주의가 필요합니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다. RSI가 높아 단기 과열 구간일 수 있습니다.,0,0,,1,
30,337.82,329.19000244140625,2.62,0.1,9.86,329.47,311.2,292.83,61.45,8.25,9.0,-0.75,-0.6464120738344068,7.93,2.35,2392216.0,2139740.8,1.12,0.2422092189101039,48707116.0,343.73,343.73,343.7300109863281,306.07,287.73,True,손익비 부족,329.47,343.73,357.64,1.75,5.87,2.53,0.69,45.67,1,"[6.34, 8.14, 13.65]",0.901,1.002,349.35,3.41,베이스 형성,True,300.25,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,6,20,0,15,-5,0,66,58,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,68.34,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.']",['손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.'],"VCP base 유형이며 점수는 58점, 손익비는 0.69입니다.",TRV,us,combined,Travelers Companies (The),,Financials,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,329.19,329.0,337.82,2.62,-0.06,2.68,2.53,8.55,,58.0,60.0,2.0,0.0,real,good,,True,,,695947365.23,False,손익비 기준 미달: 0.69 < 1.20,32.4,proxy,weak,0.24,0.27,1.51,0.0,0.0,top,0.6,93.81,0.0,7.5,60.0,49.0,blend,거래량이 충분합니다. RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,1,
31,94.21,91.0,3.53,2.29,12.35,89.47,86.83,94.14,65.76,1.99,1.74,0.25,0.19473574519768344,2.15,2.28,869116.0,2474750.8,0.35,0.1572419022300226,-21552884.0,94.21,94.21,109.1680679321289,82.65,82.11,True,거래량 부족; 손익비 부족,89.92,97.43,99.58,3.42,5.7,4.78,0.72,0.0,0,[],0.0,0.0,94.30000305175781,0.0,해당없음,False,91.33,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,16,10,13,-5,-5,59,40,제외,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,신고가 근접,18.53,,False,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","신고가 근접 유형이며 점수는 40점, 손익비는 0.72입니다.",VLTO,us,combined,Veralto,,Industrials,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,91.0,91.71,94.21,3.53,0.78,2.73,5.3,8.5,,40.0,42.0,2.0,0.0,real,good,,True,,,218344538.23,False,손익비 기준 미달: 0.72 < 1.20,59.3,proxy,neutral,0.16,0.46,1.24,0.0,0.0,neutral,1.0,44.72,0.0,12.5,42.0,48.9,blend,현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,1,
32,338.14,332.2900085449219,1.76,1.84,4.87,334.69,318.7,331.85,57.06,4.25,5.79,-1.54,-1.9665431561743052,8.34,2.47,945289.0,2650274.45,0.36,0.09656745464752675,-944511.0,352.48,352.48,372.5632019042969,313.8,293.0,True,거래량 부족,334.69,350.65,352.48,3.7,4.24,1.03,3.58,0.0,0,[],0.0,0.0,353.6700134277344,0.0,해당없음,True,332.05,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,20,4,2,10,-5,61,45,제외,False,,True,good,,0.0,0.0,501,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,눌림목 반등,32.24,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']",['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.'],"눌림목 반등 유형이며 점수는 45점, 손익비는 3.58입니다.",SHW,us,combined,Sherwin-Williams,,Materials,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,332.29,331.29,338.14,1.76,-0.3,2.07,1.03,6.1,,45.0,48.0,3.0,0.0,real,good,,True,,,888119163.69,True,,50.1,proxy,neutral,0.1,0.49,1.33,0.05,0.0,neutral,1.0,56.73,0.0,10.0,48.0,48.8,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,0,
33,282.97,271.4100036621094,4.26,6.59,7.11,268.25,257.84,257.66,69.99,4.68,4.03,0.64,-0.029521243470695513,5.67,2.0,1573163.0,1438318.15,1.09,-0.033059189924505815,-9496837.0,282.97,282.97,295.9251403808594,260.07,244.33,True,손익비 부족,271.62,291.48,297.15,3.01,5.01,4.18,0.72,49.77,1,"[10.21, 9.2, 8.49]",0.839,1.092,275.6,-2.6,베이스 형성,True,263.52,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,6,16,10,10,-5,0,67,57,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,42.86,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']",['손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.'],"VCP base 유형이며 점수는 57점, 손익비는 0.72입니다.",ITW,us,combined,Illinois Tool Works,,Industrials,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,271.41,271.63,282.97,4.26,0.08,4.17,5.49,9.75,,57.0,59.0,2.0,0.0,real,good,,True,,,385280021.18,False,손익비 기준 미달: 0.72 < 1.20,33.6,proxy,weak,-0.03,0.21,1.17,0.0,0.3,neutral,1.0,78.17,0.0,12.5,59.0,48.8,blend,거래량이 충분합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,1,
34,237.3,233.52000427246094,1.62,1.85,2.33,235.68,231.12,215.66,55.6,0.96,1.29,-0.33,-0.6208805641947619,5.25,2.21,857590.0,1110624.5,0.77,0.04634966936410435,23923090.0,241.94,241.94,241.94000244140625,231.27,220.95,True,점수 기준 미달,235.68,241.94,250.43,1.96,5.53,0.69,2.85,67.09,2,"[7.88, 6.16, 7.44]",0.68,1.084,244.71,3.12,베이스 형성,True,225.45,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,20,4,12,10,0,76,68,관심 후보,False,,True,good,,0.0,0.0,501,good,양호,목표 수익 대비 손실 위험이 상대적으로 작습니다.,손익비 기준으로는 우호적인 후보입니다.,VCP 베이스 형성,74.32,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '손익비가 1.5 이상으로 단기 관찰 조건이 비교적 양호합니다.']",['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.'],"VCP base 유형이며 점수는 68점, 손익비는 2.85입니다.",AME,us,combined,Ametek,,Industrials,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,233.52,231.07,237.3,1.62,-1.05,2.7,0.69,2.67,,68.0,70.0,2.0,0.0,real,good,,True,,,262266806.11,True,,16.6,proxy,outflow,0.05,0.0,1.02,0.05,0.0,top,0.6,93.0,0.0,7.5,70.0,48.6,blend,RSI가 과열 구간은 아닙니다. 손절가 대비 목표가의 손익비가 양호합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,목표 수익 대비 손실 위험이 상대적으로 작습니다.,0,0,,1,
35,70.65,68.94000244140625,2.48,5.56,8.62,66.63,63.04,62.74,69.63,1.69,1.67,0.03,-0.11868445687478735,1.67,2.36,932189.0,1410824.45,0.66,0.0859170189313748,-10304811.0,70.65,70.65,75.56412506103516,62.4,56.41,True,거래량 부족; 손익비 부족,67.32,73.15,74.82,3.54,5.9,4.95,0.71,72.92,2,"[7.12, 13.54, 11.86]",0.742,0.861,70.55,-0.14,돌파 임박,True,60.43,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,16,10,13,-5,-5,59,54,관찰 후보,False,,True,good,,0.0,0.0,501,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 돌파 임박,34.94,,True,2026-07-16,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP breakout 유형이며 점수는 54점, 손익비는 0.71입니다.",BXP,us,combined,"BXP, Inc.",,Real Estate,sp500,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-1.26,True,True,True,68.94,68.25,70.65,2.48,-1.0,3.52,6.03,12.08,,54.0,59.0,5.0,0.0,real,good,,True,,,93441776.6,False,손익비 기준 미달: 0.71 < 1.20,33.0,proxy,weak,0.09,0.14,1.06,0.0,0.3,neutral,1.0,80.62,0.0,7.5,59.0,48.6,blend,현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,1,
